Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov Pcode
5/22/17,Al Dhale'e,5405,157,0.27,31.06,30
5/22/17,Al Hudaydah,3631,148,0.53,30.41,18
5/22/17,Al Jawf,3557,289,0.32,40.53,16
5/22/17,Al Maharah,4033,259,0.8,21.65,28
5/22/17,Al Mahwit,7331,36,0.37,16.05,27
5/22/17,Amanat Al Asimah,4628,246,0.53,89.39,13
5/22/17,Amran,4235,299,0.36,78.67,29
5/22/17,Dhamar,1659,79,0.14,91.3,20
5/22/17,Hajjah,5885,236,0.45,97.34,17
5/22/17,Ibb,3680,87,0.2,61.64,11
5/22/17,Lahj,9099,246,0.23,46.13,25
5/22/17,Marib,2842,266,0.65,97.78,26
5/22/17,Moklla,9216,27,0.33,92.55,#N/A
5/22/17,Raymah,6319,187,0.96,37.26,31
5/22/17,Sa'ada,4249,11,0.24,30.29,22
5/22/17,Sana'a,5907,178,0.4,15.78,23
5/22/17,Say'on,8544,72,0.13,90.3,#N/A
5/22/17,Shabwah,3993,79,0.85,46.57,21
5/22/17,Taizz,4085,143,0.05,7.64,15
5/22/17,Abyan,4842,6,0.26,71.52,12
5/22/17,Aden,1513,253,0.12,92.43,24
5/22/17,Al Bayda,7895,85,0.14,76.04,14
5/22/17,Al Dhale'e,7634,271,0.65,76.32,30
5/22/17,Al Hudaydah,8497,11,0.11,8.09,18
5/22/17,Al Jawf,7303,166,0.13,87.51,16
5/22/17,Al Maharah,5404,209,0.07,57.27,28
5/22/17,Al Mahwit,4158,50,0.85,93.29,27
5/22/17,Amanat Al Asimah,8457,196,0.28,45.52,13
5/22/17,Amran,3951,295,0.64,67.03,29
5/22/17,Dhamar,2007,55,0.77,5.39,20
5/22/17,Hajjah,8421,256,0.37,54.85,17
5/22/17,Ibb,3717,134,0.32,24.33,11
5/22/17,Lahj,7689,132,0.7,62.73,25
5/22/17,Marib,2929,289,0.91,51.36,26
5/22/17,Moklla,1041,43,0.95,11.15,#N/A
5/22/17,Raymah,6981,296,0.71,7.64,31
5/22/17,Sa'ada,6784,298,0.78,47.66,22
5/22/17,Sana'a,1270,279,0.6,92.97,23
5/22/17,Say'on,6615,164,0.55,82.45,#N/A
5/22/17,Shabwah,2107,189,0.36,4.28,21
5/22/17,Taizz,1934,18,0.67,47.36,15
5/22/17,Abyan,6935,272,0.14,37.25,12
5/22/17,Aden,2603,165,0.28,52.77,24
5/22/17,Al Bayda,5991,10,0.13,98.09,14
5/22/17,Al Dhale'e,6670,153,0.3,94.68,30
5/22/17,Al Hudaydah,7820,51,0.04,7.55,18
5/22/17,Al Jawf,4534,49,0.62,87.82,16
5/22/17,Al Maharah,3260,258,0.06,92.91,28
5/22/17,Al Mahwit,2942,237,0.13,91.61,27
5/22/17,Amanat Al Asimah,2722,220,0.7,74.66,13
5/22/17,Amran,1094,181,0.68,19.34,29
5/22/17,Dhamar,7200,300,0.58,75.26,20
5/22/17,Hajjah,7504,101,0.92,2.88,17
5/22/17,Ibb,6798,249,0.85,91.99,11
5/22/17,Lahj,9187,68,0.47,15.67,25
5/22/17,Marib,2956,212,0.34,91.97,26
5/22/17,Moklla,5439,53,0.47,95.12,#N/A
5/22/17,Raymah,8649,66,0.89,44.69,31
5/22/17,Sa'ada,6150,108,0.79,12.1,22
5/22/17,Sana'a,5261,275,0.76,65.04,23
5/22/17,Say'on,1120,269,0.8,91.49,#N/A
5/22/17,Shabwah,1905,165,0.61,37.14,21
5/22/17,Taizz,7388,238,0.81,12.59,15
5/22/17,Abyan,4849,245,0.06,76.32,12
5/22/17,Aden,8934,15,0.08,41.92,24
5/22/17,Al Bayda,7676,37,0.28,67.44,14
5/22/17,Al Dhale'e,6468,103,0.22,75.52,30
5/22/17,Al Hudaydah,1322,210,0.7,37.27,18
5/22/17,Al Jawf,7276,129,0.81,65.13,16
5/22/17,Al Maharah,4232,151,0.66,98.96,28
5/22/17,Al Mahwit,4106,244,0.94,0.53,27
5/22/17,Amanat Al Asimah,4606,179,0.69,19.52,13
5/22/17,Amran,1752,22,0.24,39.22,29
5/22/17,Dhamar,8463,99,0.42,79.72,20
5/22/17,Hajjah,4402,135,0.15,77.31,17
5/22/17,Ibb,1050,87,0.24,55.43,11
5/22/17,Lahj,6930,127,0.1,19.98,25
5/22/17,Marib,6209,151,0.51,68.91,26
5/22/17,Moklla,6158,191,0.36,12.03,#N/A
5/22/17,Raymah,4294,248,0.32,28.25,31
5/22/17,Sa'ada,6799,66,0.31,10.75,22
5/22/17,Sana'a,6193,253,0.56,81.37,23
5/22/17,Say'on,3535,85,0.88,75.24,#N/A
5/22/17,Shabwah,1199,215,0.87,7.05,21
5/22/17,Taizz,3000,108,0.47,32.8,15
5/22/17,Abyan,5591,87,0.48,44.71,12
5/22/17,Aden,7826,83,0.45,19.87,24
5/22/17,Al Bayda,4429,248,0.41,32.62,14
5/22/17,Al Dhale'e,3436,118,0.13,69.14,30
5/22/17,Al Hudaydah,7695,242,0.3,83.2,18
5/22/17,Al Jawf,6802,193,0.98,57.53,16
5/22/17,Al Maharah,2365,189,0.05,44.84,28
5/22/17,Al Mahwit,1511,158,0.9,35.35,27
5/22/17,Amanat Al Asimah,6483,75,0.39,86.42,13
5/22/17,Amran,2006,208,0.66,95.41,29
5/22/17,Dhamar,3937,88,0.47,70.68,20
5/22/17,Hajjah,2136,218,0.48,52.92,17
5/22/17,Ibb,4127,236,0.16,54.26,11
5/22/17,Lahj,1073,231,0.14,16.81,25
5/22/17,Marib,5557,277,0.1,29.3,26
5/22/17,Moklla,5100,10,0.42,38.84,#N/A
5/22/17,Raymah,5794,132,0.68,65.45,31
5/22/17,Sa'ada,9034,104,0.9,94.98,22
5/22/17,Sana'a,1514,22,0.97,44.4,23
5/22/17,Say'on,2656,241,0.65,76.93,#N/A
5/22/17,Shabwah,7768,76,0.8,67.51,21
5/22/17,Taizz,2862,3,0.64,87.36,15
5/22/17,Al Mahwit,3358,247,0.03,67.47,27
5/22/17,Al Dhale'e,3370,34,0.35,72.99,30
5/22/17,Amran,5155,82,0.65,31.04,29
5/22/17,Abyan,8767,197,0.57,11.9,12
5/22/17,Sana'a,8754,273,0.66,7.27,23
5/22/17,Hajjah,4114,221,0.44,13.22,17
5/22/17,Al Bayda,2620,68,0.89,96.58,14
5/22/17,Dhamar,6982,269,0.51,51.16,20
5/22/17,Amanat Al Asimah,6061,41,0.51,79.58,13
5/22/17,Al Hudaydah,1308,286,0.26,42.66,18
5/22/17,Aden,7069,121,0.91,12.62,24
5/22/17,Raymah,8110,294,0.21,36.61,31
5/22/17,Ibb,4786,60,0.16,30.4,11
5/22/17,Taizz,6646,176,0.87,1.29,15
5/22/17,Lahj,4388,24,0.97,93.63,25
5/22/17,Al Jawf,1346,87,0.65,67.93,16
5/22/17,Marib,2458,21,0.57,97.85,26
5/22/17,Al Maharah,1425,220,0.23,23.06,28
5/22/17,Sa'ada,7007,138,0.44,93.45,22
5/22/17,Shabwah,3608,97,0.07,41.35,21
5/22/17,Moklla,2364,89,0.67,27.42,#N/A
5/22/17,Say'on,1168,52,0.61,42.33,#N/A
5/22/17,Amanat Al Asimah,2393,181,0.95,39.17,13
5/22/17,Al-Hudaydah,5393,270,0.25,78.79,18
5/22/17,Hajjah,7934,111,0.74,28.84,17
5/22/17,Amran,8983,133,0.69,63.71,29
5/22/17,Dhamar,5285,227,0.84,78.28,20
5/22/17,Ibb,3492,103,0.81,44.61,11
5/22/17,Taizz,1758,96,0.66,18.19,15
5/22/17,Sana'a,3395,252,0.3,45.99,23
5/22/17,Al Mahwit,3231,179,0.68,18.17,27
5/22/17,Al Dhale'e,3492,104,0.57,35.85,30
5/22/17,Abyan,2505,108,0.07,43.67,12
5/22/17,Al Bayda,3431,6,0.04,8.55,14
5/22/17,Aden,7204,255,0.87,87.34,24
5/22/17,Lahj,4660,154,0.68,78.85,25
5/22/17,Raymah,4722,228,0.37,62.44,31
5/22/17,Al_Jawf,8123,124,0.45,7.59,16
5/22/17,Ma'areb,1790,209,0.72,26.26,26
5/22/17,Sa'ada,2801,114,0.7,37.76,22
5/22/17,AL Mahrah,2761,150,0.72,35.58,28
5/22/17,Shabwah,5917,209,0.4,2.6,21
5/22/17,Moklla,8243,146,0.16,58.35,#N/A
5/22/17,Say'on,6896,139,0.68,90.99,#N/A
5/22/17,Amanat Al Asimah,1116,29,0.07,1.66,13
5/22/17,Al-Hudaydah,8772,35,0.7,14.98,18
5/22/17,Hajjah,4071,260,0.56,98.38,17
5/22/17,Amran,4804,49,0.15,55.02,29
5/22/17,Dhamar,3178,78,0.76,14.39,20
5/22/17,Ibb,8605,20,0.94,80.09,11
5/22/17,Taizz,3392,4,0.44,10.51,15
5/22/17,Sana'a,8035,74,0.61,44.34,23
5/22/17,Al Mahwit,8247,190,0.68,51.02,27
5/22/17,Al Dhale'e,5949,226,0.77,24.02,30
5/22/17,Abyan,5990,213,0.14,42.33,12
5/22/17,Aden,9001,194,0.73,10.15,24
5/22/17,Al Bayda,3682,56,0.97,21.74,14
5/22/17,Raymah,4655,142,0.43,16.5,31
5/22/17,Lahj,7841,262,0.94,7.05,25
5/22/17,Al_Jawf,2489,255,0.57,69.15,16
5/22/17,Ma'areb,7736,226,0.61,2.41,26
5/22/17,Sa'ada,3569,34,0.91,82.09,22
5/22/17,AL Mahrah,6617,32,0.42,66.9,28
5/22/17,Shabwah,4226,265,0.54,15.22,21
5/22/17,Moklla,6523,48,0.51,40.03,#N/A
5/22/17,Say'on,4352,221,0.49,89.15,#N/A
5/22/17,Amanat Al Asimah,3402,1,0.47,51.63,13
5/22/17,Al-Hudaydah,5630,80,0.23,23.33,18
5/22/17,Hajjah,4708,267,0.9,0.13,17
5/22/17,Amran,4016,23,0.41,87.61,29
5/22/17,Dhamar,4771,195,0.25,75.9,20
5/22/17,Ibb,9070,156,0.91,8.98,11
5/22/17,Taizz,1903,143,0.54,62.89,15
5/22/17,Sana'a,8735,139,0.38,58.38,23
5/22/17,Al Mahwit,9148,149,0.31,83.99,27
5/22/17,Al Dhale'e,4529,139,0.69,10.17,30
5/22/17,Abyan,4100,12,0.47,76.98,12
5/22/17,Aden,7111,265,0.51,14.17,24
5/22/17,Al Bayda,1065,140,0.57,77.85,14
5/22/17,Raymah,4520,100,0.87,67.75,31
5/22/17,Lahj,7761,20,0.03,85.21,25
5/22/17,Al_Jawf,3376,134,0.86,0.36,16
5/22/17,Ma'areb,2230,112,0.53,65.48,26
5/22/17,Sa'ada,4785,137,0.36,41.68,22
5/22/17,AL Mahrah,4763,202,0.37,4.64,28
5/22/17,Shabwah,1413,40,0.1,76.17,21
5/22/17,Moklla,8278,82,0.66,13.14,#N/A
5/22/17,Say'on,3984,247,0.72,50.26,#N/A
5/22/17,Al-Hudaydah,2220,74,0.65,94.43,18
5/22/17,Amanat Al Asimah,5648,270,0.67,68.76,13
5/22/17,Hajjah,7042,170,0.25,75.55,17
5/22/17,Amran,9152,199,0.25,49.22,29
5/22/17,Dhamar,7958,51,0.77,12.32,20
5/22/17,Ibb,4026,241,0.56,48.61,11
5/22/17,Taizz,1297,155,0.92,81.9,15
5/22/17,Sana'a,4652,101,0.38,38.81,23
5/22/17,Al Mahwit,2905,276,0.7,91.82,27
5/22/17,Al Dhale'e,7165,35,0.43,54.47,30
5/22/17,Abyan,4745,167,0.97,44.43,12
5/22/17,Aden,2249,174,0.11,44.29,24
5/22/17,Al Bayda,8482,113,0.5,1.89,14
5/22/17,Raymah,5787,185,0.62,83.81,31
5/22/17,Lahj,5373,70,1,32.01,25
5/22/17,Al_Jawf,3591,149,0.23,53.91,16
5/22/17,Ma'areb,1457,112,0.53,77.83,26
5/22/17,Sa'ada,1149,0,0.32,54.62,22
5/22/17,AL Mahrah,4318,41,0.53,86.6,28
5/22/17,Shabwah,5223,152,0.77,78.22,21
5/22/17,Say'on,5953,180,0.19,41.91,#N/A
5/22/17,Al-Hudaydah,4357,49,0.37,18.79,18
5/22/17,Amanat Al Asimah,2617,261,0.75,32.16,13
5/22/17,Hajjah,8855,103,0.98,69.94,17
5/22/17,Amran,6967,290,0.72,70.2,29
5/22/17,Dhamar,5780,137,0.75,66.74,20
5/22/17,Ibb,5309,171,0.29,1.24,11
5/22/17,Taizz,2264,82,0.61,26.36,15
5/22/17,Sana'a,8008,288,0.37,65.8,23
5/22/17,Al Mahwit,7901,184,0.27,36.34,27
5/22/17,Al Dhale'e,1943,65,0.6,90.08,30
5/22/17,Abyan,5336,158,0.7,24.49,12
5/22/17,Aden,3904,169,0.48,7.66,24
5/22/17,Al Bayda,1812,200,0.31,24.57,14
5/22/17,Raymah,8728,180,0.46,95.49,31
5/22/17,Lahj,8661,117,0.85,5.38,25
5/22/17,Al_Jawf,8137,71,0.15,13.49,16
5/22/17,Ma'areb,8470,243,0.18,42.83,26
5/22/17,Sa'ada,2612,243,0.72,77.89,22
5/22/17,AL Mahrah,5308,169,0.92,35.36,28
5/22/17,Shabwah,5417,56,0.77,25.88,21
5/22/17,Say'on,3860,86,0.48,61.99,#N/A
5/22/17,Al-Hudaydah,8488,260,0.23,29.83,18
5/22/17,Amanat Al Asimah,4263,124,0.76,34.82,13
5/22/17,Hajjah,3381,48,0.13,3.38,17
5/22/17,Amran,6437,159,0.67,56.52,29
5/22/17,Dhamar,3474,22,0.99,13.34,20
5/22/17,Ibb,6142,247,0.57,43.67,11
5/22/17,Taizz,3821,237,0.37,67.89,15
5/22/17,Sana'a,6712,222,0.28,55.71,23
5/22/17,Al Mahwit,6110,97,0.47,41.38,27
5/22/17,Al Dhale'e,2600,272,0.59,61.06,30
5/22/17,Abyan,1189,260,0.51,91.67,12
5/22/17,Aden,7923,300,0.09,60.8,24
5/22/17,Al Bayda,2154,234,0.9,0.33,14
5/22/17,Raymah,4697,254,0.77,90.36,31
5/22/17,Lahj,5433,199,0.46,65.09,25
5/22/17,Al_Jawf,5658,265,0.27,57.97,16
5/22/17,Ma'areb,4238,105,0.49,61.53,26
5/22/17,Sa'ada,4550,235,0.7,19.82,22
5/22/17,AL Mahrah,5894,252,0.64,37.01,28
5/22/17,Shabwah,2341,10,0.63,60.39,21
5/22/17,Say'on,8229,203,0.1,37.06,#N/A
5/22/17,Al-Hudaydah,6333,271,0.77,4.39,18
5/22/17,Amanat Al Asimah,4465,200,0.26,4.47,13
5/22/17,Hajjah,6988,215,0.19,37.78,17
5/22/17,Amran,1135,143,0.99,51.9,29
5/22/17,Dhamar,1192,294,0.89,69.69,20
5/22/17,Ibb,4164,123,0.19,4.23,11
5/22/17,Taizz,2261,42,0.97,73.19,15
5/22/17,Sana'a,8459,88,0.43,70.38,23
5/22/17,Al Mahwit,5295,147,0.5,31.04,27
5/22/17,Al Dhale'e,3186,281,0.53,85.37,30
5/22/17,Abyan,5666,77,0.92,92.13,12
5/22/17,Aden,3526,292,0.95,83.7,24
5/22/17,Al Bayda,8747,233,0.9,31.22,14
5/22/17,Raymah,8751,170,0.57,76.41,31
5/22/17,Lahj,4907,199,0.44,68.99,25
5/22/17,Al_Jawf,5737,219,0.33,36.35,16
5/22/17,Ma'areb,6536,258,0.74,66.72,26
5/22/17,Sa'ada,4808,0,0.86,2.5,22
5/22/17,AL Mahrah,1414,159,0.99,41.4,28
5/22/17,Shabwah,7268,7,0.19,70.21,21
5/22/17,Say'on,7716,66,0.26,39.44,#N/A
5/22/17,Al-Hudaydah,7690,243,0.93,58.54,18
5/22/17,Amanat Al Asimah,6181,281,0.1,71.32,13
5/22/17,Hajjah,7244,127,0.99,39.79,17
5/22/17,Amran,8589,101,0.42,86.73,29
5/22/17,Dhamar,6221,132,0.41,86.55,20
5/22/17,Ibb,3282,21,0.32,3.83,11
5/22/17,Taizz,2946,80,0.11,48.38,15
5/22/17,Sana'a,7726,60,0.72,24.4,23
5/22/17,Al Mahwit,4375,204,0.22,42.77,27
5/22/17,Al Dhale'e,5764,162,0.31,45.76,30
5/22/17,Abyan,7545,43,0.44,21.24,12
5/22/17,Aden,8912,76,0.19,85.75,24
5/22/17,Al Bayda,6816,180,0.39,36.95,14
5/22/17,Raymah,4625,162,0.46,43.49,31
5/22/17,Lahj,8683,271,0.39,70.32,25
5/22/17,Al_Jawf,4805,246,0.38,51.9,16
5/22/17,Ma'areb,8844,286,0.96,73.71,26
5/22/17,Sa'ada,1808,223,0.1,26.76,22
5/22/17,AL Mahrah,6635,113,0.35,87.48,28
5/22/17,Shabwah,6612,170,0.76,60.32,21
5/22/17,Say'on,1509,171,0.45,15.37,#N/A
5/22/17,Amanat Al Asimah,6774,297,0.69,52.43,13
5/22/17,Al-Hudaydah,6114,126,0.11,94.17,18
5/22/17,Hajjah,3775,11,0.33,95.63,17
5/22/17,Amran,6294,224,0.2,39.27,29
5/22/17,Ibb,4839,191,0.94,35.84,11
5/22/17,Dhamar,3386,216,0.22,10.61,20
5/22/17,Taizz,2551,148,0.82,37.11,15
5/22/17,Sana'a,3584,107,0.91,50.51,23
5/22/17,Al Mahwit,7196,138,0.94,35.4,27
5/22/17,Al Dhale'e,3512,84,0.02,56.99,30
5/22/17,Abyan,5980,186,0.91,55.8,12
5/22/17,Aden,1703,122,0.59,58.37,24
5/22/17,Al Bayda,4585,238,0.9,55.71,14
5/22/17,Raymah,1721,257,0.89,21.02,31
5/22/17,Lahj,6813,289,0.39,67.33,25
5/22/17,Al_Jawf,7298,67,0.75,69.45,16
5/22/17,Ma'areb,3373,252,0.98,8.67,26
5/22/17,Sa'ada,7524,282,0.06,26.53,22
5/22/17,AL Mahrah,2501,300,0.96,41.03,28
5/22/17,Shabwah,8647,156,0.84,27.71,21
5/22/17,Say'on,7744,98,0.52,90.41,#N/A
5/22/17,Amanat Al Asimah,3323,242,0.02,8.03,13
5/22/17,Al-Hudaydah,8330,151,0.65,62.44,18
5/22/17,Hajjah,6508,265,0.35,39.31,17
5/22/17,Amran,2745,285,0.15,77.05,29
5/22/17,Ibb,6111,12,0.12,94.88,11
5/22/17,Dhamar,6081,7,0.18,45.24,20
5/22/17,Taizz,1171,51,0.3,33.87,15
5/22/17,Sana'a,1572,225,0.52,78.5,23
5/22/17,Al Mahwit,2116,193,0.44,34.32,27
5/22/17,Al Dhale'e,1375,12,0.94,37.47,30
5/22/17,Abyan,2488,233,0.23,95.93,12
5/22/17,Aden,1263,206,0.54,24.83,24
5/22/17,Al Bayda,2457,147,0.98,35.82,14
5/22/17,Raymah,7924,137,0.46,38.68,31
5/22/17,Lahj,8976,170,0.32,78.55,25
5/22/17,Al_Jawf,6668,158,0.14,15.03,16
5/22/17,Ma'areb,7874,94,0.36,3.98,26
5/22/17,Sa'ada,6593,150,0.73,29.79,22
5/22/17,AL Mahrah,5993,263,0.2,33.78,28
5/22/17,Shabwah,3934,78,0.91,1.94,21
5/22/17,Say'on,6507,281,0.4,79.9,#N/A
5/22/17,Amanat Al Asimah,8689,146,0.48,48.99,13
5/22/17,Al-Hudaydah,8972,10,0.96,63.53,18
5/22/17,Hajjah,1317,234,0.31,15.79,17
5/22/17,Amran,3043,23,0.25,45.98,29
5/22/17,Ibb,7905,209,0.48,46.68,11
5/22/17,Dhamar,2865,197,0.95,5.44,20
5/22/17,Taizz,6134,168,0.91,15.38,15
5/22/17,Sana'a,5490,67,0.82,58.3,23
5/22/17,Al Mahwit,8804,240,0.95,31.1,27
5/22/17,Al Dhale'e,1889,83,0.29,46.89,30
5/22/17,Aden,2741,213,0.93,12.58,24
5/22/17,Abyan,6096,143,0.1,98.9,12
5/22/17,Al Bayda,6588,209,0.05,85.98,14
5/22/17,Raymah,2243,73,0.39,83.83,31
5/22/17,Lahj,6006,275,0.61,25.24,25
5/22/17,Al_Jawf,8291,198,0.08,31.84,16
5/22/17,Ma'areb,6996,137,0.01,67.15,26
5/22/17,Sa'ada,1434,114,0.22,12.62,22
5/22/17,AL Mahrah,2937,180,0.7,64.36,28
5/22/17,Shabwah,4916,171,0.26,94.82,21
5/22/17,Say'on,7491,223,0.96,32.25,#N/A
5/22/17,Amanat Al Asimah,4692,249,0.24,48.47,13
5/22/17,Al-Hudaydah,5538,170,0.29,15.21,18
5/22/17,Hajjah,2478,33,0.83,45.84,17
5/22/17,Amran,3619,38,0.58,1.34,29
5/22/17,Ibb,5801,138,0.9,5.69,11
5/22/17,Dhamar,3376,138,0.09,41.69,20
5/22/17,Taizz,5576,114,0.88,51.5,15
5/22/17,Sana'a,8765,222,0.85,91.5,23
5/22/17,Al Dhale'e,5034,258,0.78,22.28,30
5/22/17,Al Mahwit,8501,299,0.99,8.09,27
5/22/17,Abyan,1638,230,0.29,20.74,12
5/22/17,Aden,5930,167,0.62,48.47,24
5/22/17,Al Bayda,4794,210,0.83,3.71,14
5/22/17,Raymah,2871,183,0.86,23.65,31
5/22/17,Lahj,3537,154,0.31,61.13,25
5/22/17,Al_Jawf,5631,283,0.2,93,16
5/22/17,Ma'areb,8468,171,0.09,25.24,26
5/22/17,Sa'ada,7114,109,0.36,26.68,22
5/22/17,AL Mahrah,7873,125,0.14,82.19,28
5/22/17,Shabwah,1194,149,0.08,32.56,21
5/22/17,Say'on,5061,38,0.57,49.57,#N/A
5/22/17,Amanat Al Asimah,4872,84,0.34,16.59,13
5/22/17,Al-Hudaydah,3065,158,0.62,5.93,18
5/22/17,Hajjah,6114,184,0.4,3.1,17
5/22/17,Amran,5872,230,0.71,54.61,29
5/22/17,Ibb,5297,193,0.13,71.05,11
5/22/17,Dhamar,6651,219,0.86,91.69,20
5/22/17,Taizz,7116,221,0.33,2.18,15
5/22/17,Sana'a,1900,141,0.78,41.89,23
5/22/17,Al Dhale'e,2924,156,0.39,56.32,30
5/22/17,Al Mahwit,2190,59,0.79,91.92,27
5/22/17,Aden,3498,283,0.28,41.18,24
5/22/17,Abyan,6099,11,0.83,39.07,12
5/22/17,Al Bayda,8581,133,0.23,18.46,14
5/22/17,Raymah,5884,257,0.87,28.03,31
5/22/17,Lahj,1819,125,0.85,24.95,25
5/22/17,Al_Jawf,6645,44,0.16,79.01,16
5/22/17,Ma'areb,7648,96,0.84,79.45,26
5/22/17,Sa'ada,2805,7,0.6,57.16,22
5/22/17,AL Mahrah,9114,286,0.62,40.97,28
5/22/17,Shabwah,8543,286,0.48,20.24,21
5/22/17,Say'on,6869,230,0.16,93.19,#N/A
5/22/17,Amanat Al Asimah,7031,175,0.26,49.24,13
5/22/17,Al-Hudaydah,3111,196,0.01,11.24,18
5/22/17,Hajjah,5321,231,0.01,85.63,17
5/22/17,Amran,2530,272,0.74,46.64,29
5/22/17,Ibb,5378,75,0.02,12.28,11
5/22/17,Dhamar,1974,183,0.5,18.57,20
5/22/17,Taizz,5769,173,0,74.42,15
5/22/17,Sana'a,1037,75,0.86,8.97,23
5/22/17,Al Dhale'e,6106,149,0.35,32.88,30
5/22/17,Al Mahwit,3460,83,0.1,38.29,27
5/22/17,Aden,6308,121,0.65,52.85,24
5/22/17,Abyan,7436,161,0.29,59.81,12
5/22/17,Al Bayda,7744,53,0.15,73.48,14
5/22/17,Raymah,5429,8,0.61,22.6,31
5/22/17,Lahj,1436,61,0.07,78.94,25
5/22/17,Al_Jawf,8973,49,0.29,86.5,16
5/22/17,Ma'areb,4807,176,0.14,38.47,26
5/22/17,Sa'ada,2215,288,0.26,65.2,22
5/22/17,AL Mahrah,4299,79,0.36,21.69,28
5/22/17,Shabwah,8370,190,0.75,15.59,21
5/22/17,Say'on,3055,155,0.66,42.85,#N/A
5/22/17,Amanat Al Asimah,7383,21,0.09,77.82,13
5/22/17,Al-Hudaydah,6453,5,0.71,93.36,18
5/22/17,Hajjah,6099,16,0.22,74.44,17
5/22/17,Amran,1864,223,0.5,15.76,29
5/22/17,Ibb,6273,37,0.52,60.47,11
5/22/17,Dhamar,7070,173,0.79,30.35,20
5/22/17,Taizz,7686,219,0.28,64.8,15
5/22/17,Sana'a,1915,118,0.62,29.86,23
5/22/17,Al Dhale'e,6680,79,0.98,26.97,30
5/22/17,Al Mahwit,9094,261,0.78,59.55,27
5/22/17,Al Bayda,2022,114,0.18,57.18,14
5/22/17,Aden,7751,159,0.79,57.39,24
5/22/17,Abyan,6120,5,0.46,67.15,12
5/22/17,Raymah,6996,5,0.87,46.61,31
5/22/17,Lahj,5126,9,0.54,41.08,25
5/22/17,Al_Jawf,2870,275,0.32,78.99,16
5/22/17,Ma'areb,5880,191,0.84,68.23,26
5/22/17,Sa'ada,1168,37,0.7,86.8,22
5/22/17,AL Mahrah,8154,138,0.18,2.87,28
5/22/17,Shabwah,8807,13,0.75,53.56,21
5/22/17,Say'on,4556,82,0.74,1.67,#N/A
5/22/17,Amanat Al Asimah,5695,176,0.65,29.17,13
5/22/17,Al-Hudaydah,5208,146,0.82,69.68,18
5/22/17,Hajjah,5906,286,0.62,46.15,17
5/22/17,Amran,1145,114,0.13,18.73,29
5/22/17,Ibb,3825,53,0.21,58.24,11
5/22/17,Sana'a,4293,220,0.88,43.93,23
5/22/17,Taizz,2158,171,0.56,98.94,15
5/22/17,Dhamar,3299,52,0.98,30.94,20
5/22/17,Al Dhale'e,7104,231,0.69,89.55,30
5/22/17,Al Mahwit,3449,33,0.45,37.87,27
5/22/17,Aden,6124,229,0.45,95.67,24
5/22/17,Al Bayda,2383,284,0.66,38.17,14
5/22/17,Abyan,4871,129,0.29,95.48,12
5/22/17,Raymah,6800,68,0.29,96.07,31
5/22/17,Lahj,2501,168,0.6,63.89,25
5/22/17,Al_Jawf,8266,217,0.52,86.53,16
5/22/17,Ma'areb,5734,85,0.24,98.21,26
5/22/17,Sa'ada,7522,35,0.62,53.84,22
5/22/17,AL Mahrah,7017,281,0.03,31.09,28
5/22/17,Shabwah,8507,128,0.88,44.75,21
5/22/17,Say'on,1741,45,0.39,51.84,#N/A
5/22/17,Amanat Al Asimah,2893,178,0.62,46.01,13
5/22/17,Al-Hudaydah,1660,178,0.39,90.06,18
5/22/17,Hajjah,5175,284,0.68,18.05,17
5/22/17,Amran,6706,162,0.91,64.88,29
5/22/17,Ibb,6997,159,0.61,7.69,11
5/22/17,Sana'a,3253,122,0.45,12.15,23
5/22/17,Taizz,6390,217,0.11,24.59,15
5/22/17,Dhamar,4878,17,0.29,62.87,20
5/22/17,Al Dhale'e,5679,216,0.64,40.92,30
5/22/17,Al Mahwit,1099,78,0.64,11.47,27
5/22/17,Aden,1241,132,0.06,15.9,24
5/22/17,Al Bayda,8905,29,0.88,56.26,14
5/22/17,Abyan,2866,43,0.27,73.43,12
5/22/17,Raymah,2342,252,0.45,43.88,31
5/22/17,Lahj,3643,231,0.05,76.54,25
5/22/17,Al_Jawf,5844,143,0.49,5.7,16
5/22/17,Ma'areb,7715,264,0.99,24.21,26
5/22/17,Sa'ada,3190,183,0.44,36.39,22
5/22/17,AL Mahrah,3330,164,0.46,28.01,28
5/22/17,Shabwah,2511,204,0.6,72.38,21
5/22/17,Say'on,1976,36,0.7,70.91,#N/A
5/22/17,Amanat Al Asimah,3478,215,0.85,98.04,13
5/22/17,Al-Hudaydah,4404,84,0.5,52.93,18
5/22/17,Hajjah,4414,250,0.06,21.18,17
5/22/17,Amran,2084,127,0.39,24.64,29
5/22/17,Ibb,3167,159,0.46,15.78,11
5/22/17,Sana'a,4937,194,0.47,55.61,23
5/22/17,Taizz,6854,101,0.88,42.28,15
5/22/17,Dhamar,6774,3,0.16,44.46,20
5/22/17,Al Dhale'e,6233,0,0.76,81.77,30
5/22/17,Al Mahwit,2113,171,0.3,44.6,27
5/22/17,Aden,7659,189,0.07,3.25,24
5/22/17,Al Bayda,8426,263,0.98,36.12,14
5/22/17,Abyan,1908,273,0.08,15.12,12
5/22/17,Raymah,6289,34,0.81,27.72,31
5/22/17,Lahj,7783,293,0.05,67.94,25
5/22/17,Al_Jawf,6187,41,0.65,13.36,16
